row,Cancer,Year,Sex,Age,Risk,Risk_1_X),Type
387,Melanoma of the skin,2013,Persons,before age 40,0.3549,282,Diagnosis
388,Melanoma of the skin,2013,Persons,before age 45,0.551,181,Diagnosis
389,Melanoma of the skin,2013,Persons,before age 50,0.8054,124,Diagnosis
390,Melanoma of the skin,2013,Persons,before age 55,1.1402,88,Diagnosis
391,Melanoma of the skin,2013,Persons,before age 60,1.55,65,Diagnosis
392,Melanoma of the skin,2013,Persons,before age 65,2.0951,48,Diagnosis
393,Melanoma of the skin,2013,Persons,before age 70,2.7794,36,Diagnosis
394,Melanoma of the skin,2013,Persons,before age 75,3.533,28,Diagnosis
395,Melanoma of the skin,2013,Persons,before age 80,4.3245,23,Diagnosis
396,Melanoma of the skin,2013,Persons,before age 85,5.055,20,Diagnosis
397,Melanoma of the skin,2013,Persons,before age 90,5.5668,18,Diagnosis
399,Melanoma of the skin,2014,Males,before age  5,0.0,. .,Diagnosis
400,Melanoma of the skin,2014,Males,before age 10,0.0,. .,Diagnosis
401,Melanoma of the skin,2014,Males,before age 15,0.0007,n.p.,Diagnosis
402,Melanoma of the skin,2014,Males,before age 20,0.0112,n.p.,Diagnosis
403,Melanoma of the skin,2014,Males,before age 25,0.037,"2,706",Diagnosis
404,Melanoma of the skin,2014,Males,before age 30,0.0851,"1,175",Diagnosis
405,Melanoma of the skin,2014,Males,before age 35,0.1641,609,Diagnosis
406,Melanoma of the skin,2014,Males,before age 40,0.2935,341,Diagnosis
407,Melanoma of the skin,2014,Males,before age 45,0.4846,206,Diagnosis
408,Melanoma of the skin,2014,Males,before age 50,0.7341,136,Diagnosis
409,Melanoma of the skin,2014,Males,before age 55,1.1056,90,Diagnosis
410,Melanoma of the skin,2014,Males,before age 60,1.5655,64,Diagnosis
411,Melanoma of the skin,2014,Males,before age 65,2.2179,45,Diagnosis
412,Melanoma of the skin,2014,Males,before age 70,3.0886,32,Diagnosis
413,Melanoma of the skin,2014,Males,before age 75,4.0076,25,Diagnosis
414,Melanoma of the skin,2014,Males,before age 80,5.0494,20,Diagnosis
415,Melanoma of the skin,2014,Males,before age 85,6.0607,16,Diagnosis
416,Melanoma of the skin,2014,Males,before age 90,6.7514,15,Diagnosis
418,Melanoma of the skin,2014,Females,before age  5,0.0007,n.p.,Diagnosis
419,Melanoma of the skin,2014,Females,before age 10,0.0007,n.p.,Diagnosis
420,Melanoma of the skin,2014,Females,before age 15,0.0014,n.p.,Diagnosis
421,Melanoma of the skin,2014,Females,before age 20,0.0146,"6,856",Diagnosis
422,Melanoma of the skin,2014,Females,before age 25,0.0525,"1,906",Diagnosis
423,Melanoma of the skin,2014,Females,before age 30,0.1189,841,Diagnosis
424,Melanoma of the skin,2014,Females,before age 35,0.2261,442,Diagnosis
425,Melanoma of the skin,2014,Females,before age 40,0.3656,273,Diagnosis
426,Melanoma of the skin,2014,Females,before age 45,0.588,170,Diagnosis
427,Melanoma of the skin,2014,Females,before age 50,0.8618,116,Diagnosis
428,Melanoma of the skin,2014,Females,before age 55,1.1896,84,Diagnosis
429,Melanoma of the skin,2014,Females,before age 60,1.5217,66,Diagnosis
430,Melanoma of the skin,2014,Females,before age 65,1.9304,52,Diagnosis
431,Melanoma of the skin,2014,Females,before age 70,2.4641,41,Diagnosis
432,Melanoma of the skin,2014,Females,before age 75,3.0076,33,Diagnosis
433,Melanoma of the skin,2014,Females,before age 80,3.569,28,Diagnosis
434,Melanoma of the skin,2014,Females,before age 85,4.0709,25,Diagnosis
435,Melanoma of the skin,2014,Females,before age 90,4.4497,22,Diagnosis
437,Melanoma of the skin,2014,Persons,before age  5,0.0003,n.p.,Diagnosis
438,Melanoma of the skin,2014,Persons,before age 10,0.0003,n.p.,Diagnosis
439,Melanoma of the skin,2014,Persons,before age 15,0.001,n.p.,Diagnosis
440,Melanoma of the skin,2014,Persons,before age 20,0.0129,"7,772",Diagnosis
441,Melanoma of the skin,2014,Persons,before age 25,0.0445,"2,246",Diagnosis
442,Melanoma of the skin,2014,Persons,before age 30,0.1018,983,Diagnosis
443,Melanoma of the skin,2014,Persons,before age 35,0.1948,513,Diagnosis
444,Melanoma of the skin,2014,Persons,before age 40,0.3293,304,Diagnosis
445,Melanoma of the skin,2014,Persons,before age 45,0.536,187,Diagnosis
446,Melanoma of the skin,2014,Persons,before age 50,0.7978,125,Diagnosis
447,Melanoma of the skin,2014,Persons,before age 55,1.1474,87,Diagnosis
448,Melanoma of the skin,2014,Persons,before age 60,1.5433,65,Diagnosis
449,Melanoma of the skin,2014,Persons,before age 65,2.0745,48,Diagnosis
450,Melanoma of the skin,2014,Persons,before age 70,2.7813,36,Diagnosis
451,Melanoma of the skin,2014,Persons,before age 75,3.5177,28,Diagnosis
452,Melanoma of the skin,2014,Persons,before age 80,4.322,23,Diagnosis
453,Melanoma of the skin,2014,Persons,before age 85,5.0734,20,Diagnosis
454,Melanoma of the skin,2014,Persons,before age 90,5.5951,18,Diagnosis
456,Melanoma of the skin,2015,Males,before age  5,0.0,. .,Diagnosis
457,Melanoma of the skin,2015,Males,before age 10,0.0,. .,Diagnosis
458,Melanoma of the skin,2015,Males,before age 15,0.0007,n.p.,Diagnosis
459,Melanoma of the skin,2015,Males,before age 20,0.0073,n.p.,Diagnosis
460,Melanoma of the skin,2015,Males,before age 25,0.0316,"3,164",Diagnosis
461,Melanoma of the skin,2015,Males,before age 30,0.0763,"1,311",Diagnosis
462,Melanoma of the skin,2015,Males,before age 35,0.1528,654,Diagnosis
463,Melanoma of the skin,2015,Males,before age 40,0.2707,369,Diagnosis
464,Melanoma of the skin,2015,Males,before age 45,0.463,216,Diagnosis
465,Melanoma of the skin,2015,Males,before age 50,0.7409,135,Diagnosis
466,Melanoma of the skin,2015,Males,before age 55,1.1047,91,Diagnosis
467,Melanoma of the skin,2015,Males,before age 60,1.5905,63,Diagnosis
468,Melanoma of the skin,2015,Males,before age 65,2.2808,44,Diagnosis
469,Melanoma of the skin,2015,Males,before age 70,3.1366,32,Diagnosis
470,Melanoma of the skin,2015,Males,before age 75,4.2034,24,Diagnosis
471,Melanoma of the skin,2015,Males,before age 80,5.2753,19,Diagnosis
472,Melanoma of the skin,2015,Males,before age 85,6.1608,16,Diagnosis
473,Melanoma of the skin,2015,Males,before age 90,6.8334,15,Diagnosis
475,Melanoma of the skin,2015,Females,before age  5,0.0,. .,Diagnosis
476,Melanoma of the skin,2015,Females,before age 10,0.0007,n.p.,Diagnosis
477,Melanoma of the skin,2015,Females,before age 15,0.0014,n.p.,Diagnosis
478,Melanoma of the skin,2015,Females,before age 20,0.0111,n.p.,Diagnosis
479,Melanoma of the skin,2015,Females,before age 25,0.0457,"2,190",Diagnosis
480,Melanoma of the skin,2015,Females,before age 30,0.1265,790,Diagnosis
481,Melanoma of the skin,2015,Females,before age 35,0.2361,424,Diagnosis
482,Melanoma of the skin,2015,Females,before age 40,0.3811,262,Diagnosis
483,Melanoma of the skin,2015,Females,before age 45,0.5926,169,Diagnosis
484,Melanoma of the skin,2015,Females,before age 50,0.8515,117,Diagnosis
485,Melanoma of the skin,2015,Females,before age 55,1.1733,85,Diagnosis
486,Melanoma of the skin,2015,Females,before age 60,1.5179,66,Diagnosis
487,Melanoma of the skin,2015,Females,before age 65,1.9529,51,Diagnosis
488,Melanoma of the skin,2015,Females,before age 70,2.5025,40,Diagnosis
489,Melanoma of the skin,2015,Females,before age 75,3.0499,33,Diagnosis
490,Melanoma of the skin,2015,Females,before age 80,3.6699,27,Diagnosis
491,Melanoma of the skin,2015,Females,before age 85,4.1921,24,Diagnosis
492,Melanoma of the skin,2015,Females,before age 90,4.6195,22,Diagnosis
494,Melanoma of the skin,2015,Persons,before age  5,0.0,. .,Diagnosis
495,Melanoma of the skin,2015,Persons,before age 10,0.0003,n.p.,Diagnosis
496,Melanoma of the skin,2015,Persons,before age 15,0.001,n.p.,Diagnosis
497,Melanoma of the skin,2015,Persons,before age 20,0.0091,"10,930",Diagnosis
498,Melanoma of the skin,2015,Persons,before age 25,0.0385,"2,600",Diagnosis
499,Melanoma of the skin,2015,Persons,before age 30,0.1011,989,Diagnosis
500,Melanoma of the skin,2015,Persons,before age 35,0.1941,515,Diagnosis
501,Melanoma of the skin,2015,Persons,before age 40,0.3255,307,Diagnosis
502,Melanoma of the skin,2015,Persons,before age 45,0.5275,190,Diagnosis
503,Melanoma of the skin,2015,Persons,before age 50,0.7957,126,Diagnosis
504,Melanoma of the skin,2015,Persons,before age 55,1.1385,88,Diagnosis
505,Melanoma of the skin,2015,Persons,before age 60,1.5535,64,Diagnosis
506,Melanoma of the skin,2015,Persons,before age 65,2.1165,47,Diagnosis
507,Melanoma of the skin,2015,Persons,before age 70,2.8233,35,Diagnosis
508,Melanoma of the skin,2015,Persons,before age 75,3.6377,27,Diagnosis
509,Melanoma of the skin,2015,Persons,before age 80,4.4873,22,Diagnosis
510,Melanoma of the skin,2015,Persons,before age 85,5.1878,19,Diagnosis
511,Melanoma of the skin,2015,Persons,before age 90,5.729,17,Diagnosis
513,Melanoma of the skin,2016,Males,before age  5,0.0006,n.p.,Diagnosis
514,Melanoma of the skin,2016,Males,before age 10,0.0006,n.p.,Diagnosis
515,Melanoma of the skin,2016,Males,before age 15,0.0033,n.p.,Diagnosis
516,Melanoma of the skin,2016,Males,before age 20,0.0119,n.p.,Diagnosis
517,Melanoma of the skin,2016,Males,before age 25,0.0337,"2,971",Diagnosis
518,Melanoma of the skin,2016,Males,before age 30,0.0821,"1,218",Diagnosis
519,Melanoma of the skin,2016,Males,before age 35,0.1693,591,Diagnosis
520,Melanoma of the skin,2016,Males,before age 40,0.3019,331,Diagnosis
521,Melanoma of the skin,2016,Males,before age 45,0.5127,195,Diagnosis
522,Melanoma of the skin,2016,Males,before age 50,0.8071,124,Diagnosis
523,Melanoma of the skin,2016,Males,before age 55,1.1764,85,Diagnosis
524,Melanoma of the skin,2016,Males,before age 60,1.7207,58,Diagnosis
525,Melanoma of the skin,2016,Males,before age 65,2.4209,41,Diagnosis
526,Melanoma of the skin,2016,Males,before age 70,3.3143,30,Diagnosis
527,Melanoma of the skin,2016,Males,before age 75,4.3531,23,Diagnosis
528,Melanoma of the skin,2016,Males,before age 80,5.4094,18,Diagnosis
529,Melanoma of the skin,2016,Males,before age 85,6.3964,16,Diagnosis
530,Melanoma of the skin,2016,Males,before age 90,7.1032,14,Diagnosis
532,Melanoma of the skin,2016,Females,before age  5,0.0013,n.p.,Diagnosis
533,Melanoma of the skin,2016,Females,before age 10,0.0013,n.p.,Diagnosis
534,Melanoma of the skin,2016,Females,before age 15,0.002,n.p.,Diagnosis
535,Melanoma of the skin,2016,Females,before age 20,0.0172,"5,801",Diagnosis
536,Melanoma of the skin,2016,Females,before age 25,0.0526,"1,900",Diagnosis
537,Melanoma of the skin,2016,Females,before age 30,0.1354,739,Diagnosis
538,Melanoma of the skin,2016,Females,before age 35,0.2524,396,Diagnosis
539,Melanoma of the skin,2016,Females,before age 40,0.4236,236,Diagnosis
540,Melanoma of the skin,2016,Females,before age 45,0.628,159,Diagnosis
541,Melanoma of the skin,2016,Females,before age 50,0.8976,111,Diagnosis
542,Melanoma of the skin,2016,Females,before age 55,1.2071,83,Diagnosis
543,Melanoma of the skin,2016,Females,before age 60,1.56,64,Diagnosis
544,Melanoma of the skin,2016,Females,before age 65,2.0132,50,Diagnosis
545,Melanoma of the skin,2016,Females,before age 70,2.5929,39,Diagnosis
546,Melanoma of the skin,2016,Females,before age 75,3.1902,31,Diagnosis
547,Melanoma of the skin,2016,Females,before age 80,3.7889,26,Diagnosis
548,Melanoma of the skin,2016,Females,before age 85,4.2975,23,Diagnosis
549,Melanoma of the skin,2016,Females,before age 90,4.7757,21,Diagnosis
551,Melanoma of the skin,2016,Persons,before age  5,0.001,n.p.,Diagnosis
552,Melanoma of the skin,2016,Persons,before age 10,0.001,n.p.,Diagnosis
553,Melanoma of the skin,2016,Persons,before age 15,0.0027,n.p.,Diagnosis
554,Melanoma of the skin,2016,Persons,before age 20,0.0145,"6,901",Diagnosis
555,Melanoma of the skin,2016,Persons,before age 25,0.0429,"2,330",Diagnosis
556,Melanoma of the skin,2016,Persons,before age 30,0.1085,922,Diagnosis
557,Melanoma of the skin,2016,Persons,before age 35,0.2106,475,Diagnosis
558,Melanoma of the skin,2016,Persons,before age 40,0.3624,276,Diagnosis
559,Melanoma of the skin,2016,Persons,before age 45,0.5701,175,Diagnosis
560,Melanoma of the skin,2016,Persons,before age 50,0.8518,117,Diagnosis
561,Melanoma of the skin,2016,Persons,before age 55,1.1911,84,Diagnosis
562,Melanoma of the skin,2016,Persons,before age 60,1.6393,61,Diagnosis
563,Melanoma of the skin,2016,Persons,before age 65,2.2158,45,Diagnosis
564,Melanoma of the skin,2016,Persons,before age 70,2.9557,34,Diagnosis
565,Melanoma of the skin,2016,Persons,before age 75,3.7806,26,Diagnosis
566,Melanoma of the skin,2016,Persons,before age 80,4.6122,22,Diagnosis
567,Melanoma of the skin,2016,Persons,before age 85,5.3586,19,Diagnosis
568,Melanoma of the skin,2016,Persons,before age 90,5.9443,17,Diagnosis
570,Melanoma of the skin,2017,Males,before age  5,0.0012,n.p.,Diagnosis
571,Melanoma of the skin,2017,Males,before age 10,0.0012,n.p.,Diagnosis
572,Melanoma of the skin,2017,Males,before age 15,0.0019,n.p.,Diagnosis
573,Melanoma of the skin,2017,Males,before age 20,0.0104,n.p.,Diagnosis
574,Melanoma of the skin,2017,Males,before age 25,0.0285,"3,508",Diagnosis
575,Melanoma of the skin,2017,Males,before age 30,0.082,"1,219",Diagnosis
576,Melanoma of the skin,2017,Males,before age 35,0.1729,578,Diagnosis
577,Melanoma of the skin,2017,Males,before age 40,0.2995,334,Diagnosis
578,Melanoma of the skin,2017,Males,before age 45,0.497,201,Diagnosis
579,Melanoma of the skin,2017,Males,before age 50,0.7681,130,Diagnosis
580,Melanoma of the skin,2017,Males,before age 55,1.1639,86,Diagnosis
581,Melanoma of the skin,2017,Males,before age 60,1.7441,57,Diagnosis
582,Melanoma of the skin,2017,Males,before age 65,2.4113,41,Diagnosis
583,Melanoma of the skin,2017,Males,before age 70,3.3042,30,Diagnosis
584,Melanoma of the skin,2017,Males,before age 75,4.3941,23,Diagnosis
585,Melanoma of the skin,2017,Males,before age 80,5.4886,18,Diagnosis
586,Melanoma of the skin,2017,Males,before age 85,6.5064,15,Diagnosis
587,Melanoma of the skin,2017,Males,before age 90,7.2186,14,Diagnosis
589,Melanoma of the skin,2017,Females,before age  5,0.0,. .,Diagnosis
590,Melanoma of the skin,2017,Females,before age 10,0.0,. .,Diagnosis
591,Melanoma of the skin,2017,Females,before age 15,0.0021,n.p.,Diagnosis
592,Melanoma of the skin,2017,Females,before age 20,0.0152,"6,584",Diagnosis
593,Melanoma of the skin,2017,Females,before age 25,0.049,"2,042",Diagnosis
594,Melanoma of the skin,2017,Females,before age 30,0.1072,933,Diagnosis
595,Melanoma of the skin,2017,Females,before age 35,0.2215,451,Diagnosis
596,Melanoma of the skin,2017,Females,before age 40,0.3696,271,Diagnosis
597,Melanoma of the skin,2017,Females,before age 45,0.5785,173,Diagnosis
598,Melanoma of the skin,2017,Females,before age 50,0.8599,116,Diagnosis
599,Melanoma of the skin,2017,Females,before age 55,1.1707,85,Diagnosis
600,Melanoma of the skin,2017,Females,before age 60,1.5448,65,Diagnosis
601,Melanoma of the skin,2017,Females,before age 65,1.9952,50,Diagnosis
602,Melanoma of the skin,2017,Females,before age 70,2.5421,39,Diagnosis
603,Melanoma of the skin,2017,Females,before age 75,3.2031,31,Diagnosis
604,Melanoma of the skin,2017,Females,before age 80,3.7937,26,Diagnosis
605,Melanoma of the skin,2017,Females,before age 85,4.3168,23,Diagnosis
606,Melanoma of the skin,2017,Females,before age 90,4.7482,21,Diagnosis
608,Melanoma of the skin,2017,Persons,before age  5,0.0006,n.p.,Diagnosis
609,Melanoma of the skin,2017,Persons,before age 10,0.0006,n.p.,Diagnosis
610,Melanoma of the skin,2017,Persons,before age 15,0.002,n.p.,Diagnosis
611,Melanoma of the skin,2017,Persons,before age 20,0.0127,"7,859",Diagnosis
612,Melanoma of the skin,2017,Persons,before age 25,0.0385,"2,597",Diagnosis
613,Melanoma of the skin,2017,Persons,before age 30,0.0943,"1,060",Diagnosis
614,Melanoma of the skin,2017,Persons,before age 35,0.197,508,Diagnosis
615,Melanoma of the skin,2017,Persons,before age 40,0.3344,299,Diagnosis
616,Melanoma of the skin,2017,Persons,before age 45,0.5375,186,Diagnosis
617,Melanoma of the skin,2017,Persons,before age 50,0.8138,123,Diagnosis
618,Melanoma of the skin,2017,Persons,before age 55,1.1668,86,Diagnosis
619,Melanoma of the skin,2017,Persons,before age 60,1.6436,61,Diagnosis
620,Melanoma of the skin,2017,Persons,before age 65,2.202,45,Diagnosis
621,Melanoma of the skin,2017,Persons,before age 70,2.9245,34,Diagnosis
622,Melanoma of the skin,2017,Persons,before age 75,3.8067,26,Diagnosis
623,Melanoma of the skin,2017,Persons,before age 80,4.6548,21,Diagnosis
624,Melanoma of the skin,2017,Persons,before age 85,5.4246,18,Diagnosis
625,Melanoma of the skin,2017,Persons,before age 90,5.9895,17,Diagnosis
627,Melanoma of the skin,2018,Males,before age  5,0.0,. .,Diagnosis
628,Melanoma of the skin,2018,Males,before age 10,0.0006,n.p.,Diagnosis
629,Melanoma of the skin,2018,Males,before age 15,0.0025,n.p.,Diagnosis
630,Melanoma of the skin,2018,Males,before age 20,0.0123,n.p.,Diagnosis
631,Melanoma of the skin,2018,Males,before age 25,0.0414,"2,416",Diagnosis
632,Melanoma of the skin,2018,Males,before age 30,0.0884,"1,132",Diagnosis
633,Melanoma of the skin,2018,Males,before age 35,0.1615,619,Diagnosis
634,Melanoma of the skin,2018,Males,before age 40,0.2831,353,Diagnosis
635,Melanoma of the skin,2018,Males,before age 45,0.4674,214,Diagnosis
636,Melanoma of the skin,2018,Males,before age 50,0.7661,131,Diagnosis
637,Melanoma of the skin,2018,Males,before age 55,1.1558,87,Diagnosis
638,Melanoma of the skin,2018,Males,before age 60,1.6858,59,Diagnosis
639,Melanoma of the skin,2018,Males,before age 65,2.366,42,Diagnosis
640,Melanoma of the skin,2018,Males,before age 70,3.2171,31,Diagnosis
641,Melanoma of the skin,2018,Males,before age 75,4.2497,24,Diagnosis
642,Melanoma of the skin,2018,Males,before age 80,5.3694,19,Diagnosis
643,Melanoma of the skin,2018,Males,before age 85,6.3917,16,Diagnosis
644,Melanoma of the skin,2018,Males,before age 90,7.1421,14,Diagnosis
646,Melanoma of the skin,2018,Females,before age  5,0.0,. .,Diagnosis
647,Melanoma of the skin,2018,Females,before age 10,0.0,. .,Diagnosis
648,Melanoma of the skin,2018,Females,before age 15,0.002,n.p.,Diagnosis
649,Melanoma of the skin,2018,Females,before age 20,0.0144,"6,939",Diagnosis
650,Melanoma of the skin,2018,Females,before age 25,0.0503,"1,988",Diagnosis
651,Melanoma of the skin,2018,Females,before age 30,0.1142,875,Diagnosis
652,Melanoma of the skin,2018,Females,before age 35,0.2301,435,Diagnosis
653,Melanoma of the skin,2018,Females,before age 40,0.3887,257,Diagnosis
654,Melanoma of the skin,2018,Females,before age 45,0.6106,164,Diagnosis
655,Melanoma of the skin,2018,Females,before age 50,0.8719,115,Diagnosis
656,Melanoma of the skin,2018,Females,before age 55,1.1956,84,Diagnosis
657,Melanoma of the skin,2018,Females,before age 60,1.5676,64,Diagnosis
